CustomerID,Gender,Age,State,TenureMonths,ContractType,PaymentMethod,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,CustomerServiceCalls,Churn
557,Female,37,California,1,Two Year,Mailed Check,Yes,No,Fiber Optic,No,Yes,No,Yes,No,No,No,109.01,,2,Yes
558,Male,38,Pennsylvania,42,Two Year,Bank Transfer,No,No,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,99.57,4181.94,1,No
559,Female,50,Florida,29,One Year,Electronic Check,No,No,No,No,No,No,No,No,No,No,20.0,580.0,2,No
560,Female,38,Florida,26,One Year,Electronic Check,Yes,No,DSL,No,No,No,No,Yes,Yes,No,89.83,2335.58,3,Yes
561,Female,49,California,1,Month-to-Month,Electronic Check,Yes,No,Fiber Optic,No,No,No,No,No,Yes,Yes,112.71,,4,Yes
562,Male,76,North Carolina,10,Month-to-Month,Bank Transfer,Yes,No,Fiber Optic,No,No,Yes,Yes,No,Yes,No,114.05,1140.5,1,Yes
563,Male,58,Ohio,65,Month-to-Month,Mailed Check,Yes,No,DSL,No,No,Yes,No,No,Yes,No,85.65,5567.25,0,No
564,Male,40,California,47,Month-to-Month,Electronic Check,No,No,Fiber Optic,Yes,No,No,No,Yes,No,No,80.81,3798.07,3,Yes
565,Male,63,California,8,Month-to-Month,Bank Transfer,Yes,No,No,No,No,No,No,No,No,Yes,30.47,243.76,2,Yes
566,Male,38,Michigan,4,Month-to-Month,Electronic Check,Yes,No,DSL,No,Yes,No,Yes,No,No,No,90.5,362.0,1,Yes
567,Male,18,Ohio,14,Two Year,Electronic Check,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,Yes,129.59,1814.26,1,Yes
568,Female,29,New York,10,Month-to-Month,Mailed Check,No,No,Fiber Optic,Yes,No,Yes,No,No,No,No,82.21,822.1,4,No
569,Male,18,Ohio,27,One Year,Electronic Check,Yes,No,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,129.39,3493.53,3,No
570,Male,39,Georgia,72,One Year,Bank Transfer,Yes,No,No,No,No,No,No,No,No,Yes,35.31,2542.32,4,No
571,Male,45,Georgia,10,Month-to-Month,Electronic Check,No,No,DSL,No,Yes,No,No,No,No,No,53.14,531.4,1,Yes
572,Female,70,New York,1,Month-to-Month,Mailed Check,Yes,No,Fiber Optic,No,No,Yes,No,No,Yes,Yes,118.93,,1,Yes
573,Female,49,New York,54,Month-to-Month,Credit Card,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,127.26,6872.04,2,No
574,Female,41,California,1,One Year,Credit Card,Yes,No,DSL,Yes,No,No,No,No,No,No,85.45,,2,Yes
575,Male,57,Michigan,72,One Year,Credit Card,Yes,No,No,No,No,No,No,No,No,Yes,20.0,1440.0,1,No
576,Female,18,Illinois,26,Month-to-Month,Credit Card,Yes,No,DSL,Yes,Yes,No,No,No,No,Yes,87.57,2276.82,2,No
577,Male,48,Texas,68,Two Year,Bank Transfer,Yes,No,DSL,No,No,No,No,Yes,No,No,77.44,5265.92,2,No
578,Male,56,Michigan,5,Month-to-Month,Bank Transfer,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,130.51,652.55,3,Yes
579,Male,22,Michigan,1,One Year,Bank Transfer,Yes,No,DSL,No,Yes,No,No,No,Yes,Yes,88.3,,3,Yes
580,Male,62,Michigan,16,Month-to-Month,Bank Transfer,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,Yes,119.88,1918.08,1,Yes
581,Male,50,North Carolina,14,One Year,Bank Transfer,Yes,Yes,No,No,No,No,No,No,No,Yes,48.94,685.16,1,No
582,Female,38,Michigan,9,Two Year,Electronic Check,Yes,Yes,DSL,No,No,No,No,Yes,No,Yes,93.96,845.64,3,Yes
583,Female,54,Texas,72,One Year,Credit Card,Yes,Yes,DSL,No,No,No,No,No,No,Yes,86.19,6205.68,0,No
584,Male,79,North Carolina,41,Month-to-Month,Bank Transfer,No,No,DSL,Yes,No,No,No,Yes,Yes,Yes,72.93,2990.13,6,No
585,Female,47,North Carolina,26,Month-to-Month,Credit Card,Yes,No,DSL,No,No,No,No,No,Yes,Yes,82.58,2147.08,2,Yes
586,Male,48,Texas,4,Two Year,Electronic Check,Yes,No,DSL,No,No,No,No,No,No,No,73.75,295.0,2,Yes
587,Male,38,California,31,Month-to-Month,Electronic Check,Yes,Yes,No,No,No,No,No,No,No,No,43.37,1344.47,3,Yes
588,Female,32,Michigan,31,Month-to-Month,Electronic Check,Yes,No,Fiber Optic,No,Yes,No,No,No,No,Yes,91.72,2843.32,1,Yes
589,Female,57,Florida,13,One Year,Mailed Check,Yes,No,DSL,No,No,Yes,No,No,Yes,No,94.98,1234.74,1,No
590,Male,32,North Carolina,62,Month-to-Month,Electronic Check,Yes,Yes,No,No,No,No,No,No,No,Yes,50.36,3122.32,1,Yes
591,Male,46,California,4,Month-to-Month,Mailed Check,Yes,No,DSL,No,No,No,No,No,Yes,Yes,73.5,294.0,2,No
592,Female,37,California,7,Two Year,Electronic Check,No,No,Fiber Optic,No,No,Yes,No,Yes,No,No,81.82,572.74,0,Yes
593,Female,52,New York,1,Month-to-Month,Electronic Check,Yes,No,DSL,Yes,No,Yes,No,No,No,No,85.34,,1,Yes
594,Female,50,Texas,38,Month-to-Month,Bank Transfer,Yes,Yes,DSL,Yes,No,No,No,No,No,Yes,100.63,3823.94,1,No
595,Male,60,Ohio,23,One Year,Credit Card,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,No,142.91,3286.93,5,No
596,Male,37,Illinois,9,Two Year,Electronic Check,Yes,No,Fiber Optic,No,Yes,Yes,Yes,Yes,No,No,127.95,1151.55,1,Yes
597,Male,40,California,4,Month-to-Month,Bank Transfer,Yes,No,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,117.42,469.68,4,No
598,Male,30,Texas,1,One Year,Electronic Check,Yes,No,Fiber Optic,Yes,No,No,No,No,No,Yes,101.22,,2,Yes
599,Female,38,New York,4,One Year,Electronic Check,No,No,DSL,No,No,No,No,No,Yes,Yes,46.45,185.8,5,Yes
600,Male,50,Texas,14,Month-to-Month,Bank Transfer,Yes,No,Fiber Optic,No,No,No,No,Yes,No,No,106.29,1488.06,4,No
601,Male,56,Georgia,6,Month-to-Month,Bank Transfer,Yes,No,No,No,No,No,No,No,No,Yes,29.34,176.04,1,Yes
602,None,31,None,7,Month-to-Month,Credit Card,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Yes,115.03,805.21,0,No
603,Female,58,California,50,One Year,Mailed Check,Yes,No,Fiber Optic,Yes,No,Yes,No,Yes,Yes,No,142.25,7112.5,1,Yes
604,Male,65,Pennsylvania,17,Two Year,Credit Card,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,150.0,2550.0,3,No
605,Female,51,California,31,Month-to-Month,Electronic Check,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Yes,107.01,3317.31,3,Yes
606,Female,73,California,1,Two Year,Electronic Check,No,No,Fiber Optic,No,Yes,Yes,No,Yes,No,No,87.27,,3,Yes
607,Female,33,Texas,10,One Year,Electronic Check,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,119.58,1195.8,1,Yes
608,Male,26,North Carolina,15,Month-to-Month,Bank Transfer,Yes,Yes,No,No,No,No,No,No,No,Yes,47.97,719.55,2,No
609,Female,18,Michigan,4,One Year,Electronic Check,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,No,Yes,Yes,150.0,600.0,2,No
610,Female,67,North Carolina,3,Month-to-Month,Electronic Check,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,128.31,384.93,1,Yes
611,Male,54,Florida,49,Two Year,Bank Transfer,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,120.36,5897.64,4,No
612,Male,44,Florida,67,One Year,Electronic Check,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,No,135.01,9045.67,4,Yes
613,Female,49,Pennsylvania,1,One Year,Electronic Check,Yes,No,Fiber Optic,No,No,Yes,No,Yes,No,No,112.42,,0,Yes
614,Male,28,Georgia,10,One Year,Electronic Check,Yes,No,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,118.93,1189.3,2,No
615,Female,80,Michigan,72,One Year,Electronic Check,Yes,No,Fiber Optic,Yes,No,Yes,No,Yes,No,No,118.12,8504.64,3,No
616,Male,46,California,2,Two Year,Bank Transfer,Yes,No,Fiber Optic,No,No,No,No,No,No,Yes,85.17,170.34,4,Yes
617,Male,46,California,24,One Year,Bank Transfer,Yes,No,DSL,No,No,Yes,No,Yes,No,No,91.32,2191.68,1,No
618,Male,55,Ohio,72,Two Year,Electronic Check,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,115.96,8349.12,3,No
619,Female,52,North Carolina,72,One Year,Electronic Check,Yes,Yes,No,No,No,No,No,No,No,No,40.87,2942.64,4,No
620,Male,48,North Carolina,15,Month-to-Month,Credit Card,Yes,No,No,No,No,No,No,No,No,No,30.05,450.75,1,No
621,Female,33,Ohio,4,Two Year,Mailed Check,Yes,No,Fiber Optic,No,Yes,No,No,Yes,No,Yes,113.25,453.0,2,No
622,Female,52,Michigan,5,One Year,Bank Transfer,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,130.76,653.8,3,Yes
623,Female,73,Pennsylvania,52,One Year,Mailed Check,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Yes,102.21,5314.92,2,No
624,Female,65,Michigan,58,Two Year,Electronic Check,Yes,No,Fiber Optic,No,No,No,No,Yes,No,Yes,100.46,5826.68,3,No
625,Female,68,Michigan,22,Month-to-Month,Credit Card,Yes,No,DSL,Yes,No,No,No,Yes,Yes,No,104.08,2289.76,3,No
626,Male,37,North Carolina,34,Month-to-Month,Bank Transfer,Yes,No,No,No,No,No,No,No,No,Yes,30.63,1041.42,4,No
627,Female,30,Florida,32,Month-to-Month,Electronic Check,Yes,Yes,DSL,No,Yes,No,No,No,Yes,No,100.33,3210.56,1,No
628,Female,43,Texas,26,One Year,Mailed Check,Yes,No,Fiber Optic,No,No,No,No,No,Yes,Yes,100.29,2607.54,3,No
629,Male,45,Pennsylvania,42,Two Year,Electronic Check,Yes,No,No,No,No,No,No,No,No,Yes,32.96,1384.32,1,Yes
630,Male,61,New York,27,Two Year,Electronic Check,Yes,No,No,No,No,No,No,No,No,No,27.03,729.81,1,No
631,Female,19,North Carolina,18,Month-to-Month,Credit Card,Yes,No,Fiber Optic,Yes,No,No,Yes,No,No,Yes,111.78,2012.04,0,No
632,Male,67,California,6,One Year,Credit Card,Yes,No,Fiber Optic,No,No,No,Yes,No,No,Yes,100.07,600.42,5,No
633,Female,42,Texas,32,Two Year,Electronic Check,Yes,No,Fiber Optic,No,Yes,No,No,Yes,No,No,109.7,3510.4,2,Yes
634,Male,38,Georgia,15,One Year,Mailed Check,Yes,No,DSL,No,No,No,Yes,No,No,No,86.31,1294.65,1,No
635,Male,29,California,8,Month-to-Month,Bank Transfer,Yes,Yes,DSL,No,No,No,No,No,No,No,83.49,667.92,2,Yes
636,Female,20,Florida,38,One Year,Electronic Check,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Yes,110.95,4216.1,1,Yes
637,Male,57,New York,28,Two Year,Bank Transfer,Yes,No,DSL,Yes,No,No,Yes,No,No,No,87.58,2452.24,4,No
638,Male,46,Illinois,66,Two Year,Bank Transfer,Yes,No,No,No,No,No,No,No,No,No,37.4,2468.4,0,No
639,Female,25,Texas,4,One Year,Bank Transfer,Yes,No,DSL,Yes,No,No,No,No,Yes,Yes,98.95,395.8,0,No
640,Male,25,North Carolina,25,Two Year,Bank Transfer,Yes,No,Fiber Optic,No,No,Yes,Yes,No,No,No,115.73,2893.25,3,No
641,Female,39,New York,6,Month-to-Month,Bank Transfer,Yes,No,DSL,No,No,Yes,Yes,No,No,Yes,94.35,566.1,0,No
642,Female,70,Michigan,56,Month-to-Month,Credit Card,Yes,Yes,No,No,No,No,No,No,No,Yes,40.58,2272.48,6,No
643,Female,41,New York,2,Two Year,Electronic Check,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,No,Yes,122.75,245.5,5,Yes
644,Male,22,Florida,25,Month-to-Month,Credit Card,Yes,No,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,118.15,2953.75,1,No
645,Male,41,California,37,Month-to-Month,Electronic Check,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,144.15,5333.55,2,Yes
646,Female,40,California,10,Month-to-Month,Electronic Check,Yes,No,No,No,No,No,No,No,No,Yes,41.68,416.8,2,Yes
647,Female,18,Pennsylvania,72,One Year,Electronic Check,No,No,DSL,No,No,Yes,Yes,No,Yes,Yes,75.4,5428.8,0,No
648,Female,44,California,45,One Year,Bank Transfer,Yes,No,No,No,No,No,No,No,No,Yes,38.38,1727.1,1,No
649,Female,41,New York,8,Month-to-Month,Electronic Check,Yes,No,Fiber Optic,No,No,Yes,No,No,No,Yes,102.29,818.32,3,Yes
650,Male,55,Illinois,1,Two Year,Credit Card,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Yes,118.58,,5,Yes
651,Male,72,Florida,8,Two Year,Bank Transfer,No,No,DSL,No,No,No,No,No,Yes,No,49.1,392.8,4,No
652,Male,61,Texas,7,Month-to-Month,Electronic Check,Yes,No,Fiber Optic,No,No,No,No,No,Yes,Yes,105.07,735.49,2,Yes
653,Male,40,Georgia,52,Month-to-Month,Bank Transfer,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,No,143.56,7465.12,1,No
654,Male,28,Michigan,72,One Year,Credit Card,Yes,Yes,No,No,No,No,No,No,No,Yes,50.27,3619.44,1,No
655,Female,80,California,1,One Year,Bank Transfer,Yes,No,DSL,No,Yes,No,No,Yes,No,Yes,92.52,,0,No
656,Male,45,Texas,15,Month-to-Month,Electronic Check,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,129.99,1949.85,1,No
657,Male,45,Michigan,19,Month-to-Month,Credit Card,Yes,No,Fiber Optic,No,No,Yes,No,Yes,Yes,No,123.69,2350.11,0,No
658,Male,44,California,2,Month-to-Month,Bank Transfer,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,No,146.18,292.36,3,Yes
659,Female,47,Michigan,11,Month-to-Month,Mailed Check,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Yes,111.41,1225.51,1,No
660,Female,42,California,9,Month-to-Month,Electronic Check,Yes,Yes,No,No,No,No,No,No,No,Yes,35.52,319.68,1,Yes
661,Female,36,North Carolina,18,One Year,Mailed Check,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,116.64,2099.52,4,No
662,Female,36,Florida,25,One Year,Credit Card,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,Yes,112.27,2806.75,2,No
663,Male,44,Michigan,29,One Year,Electronic Check,Yes,No,Fiber Optic,No,No,No,No,Yes,No,No,95.63,2773.27,2,Yes
664,Female,36,Florida,3,Month-to-Month,Electronic Check,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,120.43,361.29,2,Yes
665,Male,34,Ohio,40,One Year,Credit Card,Yes,Yes,No,No,No,No,No,No,No,No,42.79,1711.6,3,No
666,Male,46,California,27,Month-to-Month,Electronic Check,Yes,Yes,No,No,No,No,No,No,No,Yes,49.39,1333.53,5,Yes
667,Female,41,Texas,52,Month-to-Month,Credit Card,Yes,No,DSL,No,No,No,No,No,No,Yes,76.52,3979.04,2,Yes
668,Female,67,Georgia,14,One Year,Electronic Check,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,No,112.31,1572.34,2,No
669,Male,18,Pennsylvania,53,One Year,Mailed Check,No,No,No,No,No,No,No,No,No,Yes,20.0,1060.0,2,No
670,Male,61,Michigan,48,Month-to-Month,Electronic Check,Yes,Yes,DSL,No,No,Yes,No,No,No,Yes,101.13,4854.24,3,Yes
671,Female,63,New York,13,One Year,Credit Card,Yes,No,No,No,No,No,No,No,No,No,35.0,455.0,0,No
672,Male,18,North Carolina,11,Two Year,Bank Transfer,Yes,No,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,121.65,1338.15,2,No
673,Male,39,New York,64,One Year,Credit Card,No,No,DSL,Yes,Yes,Yes,No,No,No,No,67.94,4348.16,3,No
674,Male,39,Michigan,30,One Year,Bank Transfer,No,No,DSL,No,Yes,No,No,Yes,Yes,No,76.56,2296.8,3,No
675,Male,23,Michigan,63,Two Year,Electronic Check,Yes,No,Fiber Optic,No,Yes,Yes,Yes,No,Yes,Yes,133.08,8384.04,0,No
676,Female,33,Florida,38,One Year,Electronic Check,Yes,Yes,No,No,No,No,No,No,No,Yes,40.04,1521.52,1,No
677,Male,28,North Carolina,22,One Year,Mailed Check,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,130.46,2870.12,1,Yes
678,Male,71,North Carolina,2,Month-to-Month,Bank Transfer,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Yes,120.06,240.12,3,Yes
679,Female,59,Texas,8,Month-to-Month,Credit Card,Yes,Yes,No,No,No,No,No,No,No,Yes,40.78,326.24,1,Yes
680,Female,64,Illinois,72,One Year,Mailed Check,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Yes,106.33,7655.76,3,No
681,Male,55,California,9,One Year,Bank Transfer,Yes,No,Fiber Optic,No,No,No,No,Yes,No,Yes,102.72,924.48,3,No
682,Male,28,North Carolina,2,Month-to-Month,Credit Card,Yes,No,Fiber Optic,No,No,No,No,Yes,Yes,Yes,113.19,226.38,1,Yes
683,Male,37,Texas,29,Two Year,Electronic Check,No,No,DSL,Yes,Yes,No,Yes,Yes,No,No,77.34,2242.86,1,No
684,Female,52,California,31,Month-to-Month,Credit Card,Yes,Yes,DSL,No,No,Yes,No,No,Yes,No,106.59,3304.29,2,Yes
685,Female,26,New York,8,One Year,Mailed Check,Yes,No,Fiber Optic,Yes,No,No,No,Yes,No,Yes,109.28,874.24,4,No
686,Female,55,Illinois,8,Month-to-Month,Bank Transfer,Yes,No,DSL,Yes,No,No,No,No,No,No,88.28,706.24,2,No
687,Female,41,North Carolina,15,Month-to-Month,Electronic Check,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,No,Yes,126.07,1891.05,1,No
688,Female,39,Michigan,1,Two Year,Electronic Check,Yes,No,Fiber Optic,Yes,No,No,No,No,No,Yes,112.83,,3,Yes
689,Female,55,New York,37,Month-to-Month,Electronic Check,Yes,No,Fiber Optic,No,Yes,Yes,No,No,Yes,No,115.41,4270.17,0,Yes
690,Female,51,California,9,Month-to-Month,Credit Card,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,Yes,125.5,1129.5,0,Yes
691,Male,39,Georgia,46,Month-to-Month,Credit Card,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Yes,Yes,125.48,5772.08,3,No
692,Female,62,Illinois,38,Month-to-Month,Electronic Check,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Yes,103.12,3918.56,2,No
693,Male,28,New York,25,One Year,Credit Card,Yes,No,DSL,No,Yes,No,No,No,No,Yes,78.24,1956.0,2,No
694,Male,54,Florida,9,Two Year,Bank Transfer,No,No,Fiber Optic,No,No,Yes,No,No,Yes,Yes,79.6,716.4,2,No
695,Female,53,Pennsylvania,17,Month-to-Month,Credit Card,Yes,Yes,No,No,No,No,No,No,No,Yes,40.11,681.87,2,Yes
696,Male,40,Florida,14,One Year,Electronic Check,No,No,DSL,Yes,No,Yes,No,Yes,No,Yes,80.97,1133.58,1,Yes
697,Female,49,Georgia,9,One Year,Mailed Check,Yes,No,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,143.58,1292.22,4,Yes
698,Female,26,Pennsylvania,45,Two Year,Bank Transfer,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,Yes,119.63,5383.35,3,Yes
699,None,58,North Carolina,15,Two Year,Electronic Check,Yes,No,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,138.95,2084.25,1,No
700,Female,42,Pennsylvania,42,One Year,Mailed Check,Yes,No,No,No,No,No,No,No,No,No,37.14,1559.88,1,Yes
701,Male,37,Texas,2,Month-to-Month,Mailed Check,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Yes,95.09,190.18,1,No
702,Male,60,North Carolina,3,Month-to-Month,Electronic Check,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,No,120.33,360.99,1,No
703,Female,34,Pennsylvania,72,Month-to-Month,Electronic Check,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,128.63,9261.36,2,No
704,Female,23,Texas,21,One Year,Credit Card,Yes,No,DSL,No,No,No,No,No,No,Yes,80.18,1683.78,3,No
705,Female,21,Illinois,17,One Year,Electronic Check,Yes,No,Fiber Optic,Yes,No,Yes,Yes,No,No,Yes,122.62,2084.54,1,No
706,Male,54,Florida,17,One Year,Electronic Check,Yes,No,No,No,No,No,No,No,No,No,24.24,412.08,3,Yes
707,Female,25,North Carolina,5,One Year,Mailed Check,Yes,No,Fiber Optic,No,No,No,No,Yes,No,No,108.29,541.45,0,Yes
708,Male,71,New York,30,Month-to-Month,Bank Transfer,Yes,No,DSL,No,Yes,No,No,Yes,No,No,97.8,2934.0,0,No
709,Female,18,Georgia,2,One Year,Bank Transfer,Yes,Yes,DSL,No,No,Yes,No,No,No,Yes,88.54,177.08,3,No
710,Male,70,California,20,Month-to-Month,Bank Transfer,Yes,Yes,No,No,No,No,No,No,No,Yes,48.72,974.4,2,No
711,Female,48,New York,20,Month-to-Month,Electronic Check,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,No,143.02,2860.4,1,No
712,Male,43,Michigan,58,Month-to-Month,Mailed Check,No,No,No,No,No,No,No,No,No,No,20.0,1160.0,5,Yes
713,Male,36,North Carolina,17,Two Year,Bank Transfer,Yes,No,Fiber Optic,No,No,No,No,Yes,No,Yes,97.13,1651.21,3,No
714,Female,50,Texas,3,Month-to-Month,Credit Card,Yes,Yes,No,No,No,No,No,No,No,No,50.05,150.15,2,Yes
715,Female,44,Florida,20,Two Year,Bank Transfer,Yes,Yes,No,No,No,No,No,No,No,No,48.33,966.6,1,No
716,Female,61,Florida,2,Month-to-Month,Electronic Check,Yes,No,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,132.85,265.7,1,No
717,Female,46,Ohio,5,Month-to-Month,Mailed Check,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Yes,127.7,638.5,0,No
718,Female,47,Georgia,1,Two Year,Electronic Check,Yes,No,Fiber Optic,No,No,No,No,Yes,Yes,Yes,117.3,,2,Yes
719,Female,39,Georgia,17,One Year,Bank Transfer,Yes,No,DSL,Yes,No,No,No,No,Yes,No,87.45,1486.65,1,Yes
720,Male,44,Pennsylvania,2,Month-to-Month,Electronic Check,Yes,No,DSL,No,No,No,No,No,Yes,Yes,83.01,166.02,5,Yes
721,Female,49,North Carolina,15,Month-to-Month,Electronic Check,Yes,No,Fiber Optic,No,No,No,Yes,Yes,No,Yes,117.99,1769.85,1,Yes
722,Male,19,New York,64,Two Year,Mailed Check,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Yes,121.6,7782.4,1,No
723,Female,24,California,30,Month-to-Month,Mailed Check,Yes,No,DSL,No,No,No,No,No,No,No,67.37,2021.1,1,Yes
724,Female,56,Illinois,1,One Year,Mailed Check,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Yes,97.07,,2,Yes
725,Female,47,Michigan,6,Month-to-Month,Mailed Check,Yes,No,No,No,No,No,No,No,No,No,26.46,158.76,2,No
726,Female,42,Georgia,26,Month-to-Month,Bank Transfer,Yes,No,Fiber Optic,No,No,No,No,No,No,No,94.08,2446.08,2,No
727,Female,45,Illinois,54,Month-to-Month,Mailed Check,Yes,No,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,140.3,7576.2,1,No
728,Female,50,Ohio,1,One Year,Mailed Check,Yes,No,DSL,No,No,No,No,No,No,No,75.41,,5,No
729,Male,36,Michigan,40,One Year,Electronic Check,Yes,No,DSL,No,Yes,No,Yes,No,No,No,86.29,3451.6,3,No
730,Female,33,New York,19,Month-to-Month,Mailed Check,Yes,No,Fiber Optic,No,Yes,No,No,No,No,Yes,97.21,1846.99,0,Yes
731,Male,47,Florida,18,One Year,Bank Transfer,Yes,Yes,No,No,No,No,No,No,No,Yes,44.14,794.52,1,No
732,Female,30,Michigan,72,Two Year,Mailed Check,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,Yes,119.72,8619.84,0,No
733,Male,51,North Carolina,33,Two Year,Bank Transfer,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,139.08,4589.64,3,No
734,Male,19,Florida,45,Month-to-Month,Bank Transfer,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,Yes,128.4,5778.0,2,No
735,Male,60,New York,10,Month-to-Month,Credit Card,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Yes,206.5361271575982,1063.1,1,No
736,Male,52,New York,19,Two Year,Mailed Check,Yes,No,Fiber Optic,No,No,Yes,No,Yes,No,No,107.04,2033.76,2,No
737,Female,48,California,22,Month-to-Month,Mailed Check,Yes,No,Fiber Optic,No,No,Yes,No,No,Yes,Yes,113.78,2503.16,4,Yes
738,Male,59,Michigan,9,Month-to-Month,Bank Transfer,No,No,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,101.1,909.9,3,No
739,Female,69,New York,20,Two Year,Electronic Check,Yes,No,DSL,No,No,Yes,No,No,No,No,74.34,1486.8,4,Yes
740,Male,60,North Carolina,6,Month-to-Month,Mailed Check,Yes,No,DSL,No,No,No,No,Yes,Yes,No,93.63,561.78,0,Yes
741,Female,18,Texas,3,Month-to-Month,Bank Transfer,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Yes,99.79,299.37,0,Yes
742,Female,25,Pennsylvania,11,Month-to-Month,Electronic Check,Yes,No,DSL,No,No,No,No,Yes,Yes,Yes,90.8,998.8,3,Yes
743,Female,35,California,32,Two Year,Mailed Check,Yes,No,No,No,No,No,No,No,No,Yes,34.4,1100.8,4,No
744,Female,45,Georgia,59,Month-to-Month,Bank Transfer,Yes,Yes,DSL,No,No,Yes,No,No,No,Yes,93.44,5512.96,2,No
745,Male,52,Illinois,14,Two Year,Credit Card,Yes,Yes,DSL,No,No,No,No,No,No,No,89.3,1250.2,0,No
746,Female,34,Illinois,24,One Year,Credit Card,No,No,DSL,No,No,No,No,No,Yes,Yes,51.22,1229.28,3,No
747,Male,47,California,2,Month-to-Month,Electronic Check,Yes,No,No,No,No,No,No,No,No,No,25.19,50.38,0,No
748,Female,33,Texas,56,Month-to-Month,Mailed Check,Yes,No,Fiber Optic,No,No,Yes,Yes,No,No,Yes,112.4,6294.4,2,Yes
749,Female,35,California,20,Month-to-Month,Electronic Check,Yes,No,No,No,No,No,No,No,No,Yes,32.8,656.0,2,No
750,Male,23,Florida,36,One Year,Electronic Check,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Yes,150.0,5400.0,1,No
751,Female,31,Illinois,37,Month-to-Month,Bank Transfer,Yes,Yes,No,No,No,No,No,No,No,Yes,50.68,1875.16,4,No
752,Female,24,Illinois,7,Two Year,Electronic Check,Yes,Yes,No,No,No,No,No,No,No,Yes,52.6,368.2,2,No
753,Male,30,Illinois,18,Month-to-Month,Electronic Check,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,118.13,2126.34,2,No
